,judul,link
7082,(SALAH): Viral Foto Bomber Gereja di Surabaya Masih Hidup,https://turnbackhoax.id/2018/05/15/salah-viral-foto-bomber-gereja-di-surabaya-masih-hidup/
7083,"[SALAH] Pesan Berantai Pengejaran Teroris di Rantepao, Sulawesi Selatan",https://turnbackhoax.id/2018/05/15/salah-pesan-berantai-pengejaran-teroris-di-rantepao-sulawesi-selatan/
7084,[SALAH] Bom di Kiaracondong Bandung,https://turnbackhoax.id/2018/05/15/salah-bom-di-kiaracondong-bandung/
7085,[SALAH] PENEMUAN BOM DI KOTA MALANG,https://turnbackhoax.id/2018/05/14/salah-penemuan-bom-di-kota-malang/
7086,(SALAH): Info Dari BIN dan Densus 88 Untuk Menghindari Pergi ke Mall-Mall di Jakarta,https://turnbackhoax.id/2018/05/14/salah-info-dari-bin-dan-densus-88-untuk-menghindari-pergi-ke-mall-mall-di-jakarta/
7087,[SALAH] “Ternyata Menu Telah Dipesan Sebelumnya!”,https://turnbackhoax.id/2018/05/14/salah-ternyata-menu-telah-dipesan-sebelumnya/
7088,[BENAR] Kurma Impor Produksi Israel,https://turnbackhoax.id/2018/05/13/benar-kurma-impor-produksi-israel/
7089,[SALAH] “Baca Caption Pasti Cebong Gagal Fokus”,https://turnbackhoax.id/2018/05/13/salah-baca-caption-pasti-cebong-gagal-fokus/
7090,[SALAH] Jawaban “Setuju” Terhadap Pertanyaan “Apa Kita Setuju Dijajah Lagi?” di Apel Siaga PDIP,https://turnbackhoax.id/2018/05/12/salah-jawaban-setuju-terhadap-pertanyaan-apa-kita-setuju-dijajah-lagi-di-apel-siaga-pdip/
7091,[SALAH] “Gedung Kementrian Pun Akan Dijual”,https://turnbackhoax.id/2018/05/12/salah-gedung-kementrian-pun-akan-dijual/
7092,[SALAH] “Hebatnya Kepolisian Malaysia”,https://turnbackhoax.id/2018/05/11/salah-hebatnya-kepolisian-malaysia/
7093,[SALAH] Melly Goeslaw Ikut Meriahkan Aksi 115 di Lapangan Monas Jakarta,https://turnbackhoax.id/2018/05/11/salah-melly-goeslaw-ikut-meriahkan-aksi-115-di-lapangan-monas-jakarta/
7094,[SALAH] “Rumah Pribadi di Jakarta Utara Jadi Persembunyian TKA Ilegal”,https://turnbackhoax.id/2018/05/11/salah-rumah-pribadi-di-jakarta-utara-jadi-persembunyian-tka-ilegal/
7095,[SALAH] Proyek Meikarta Diberhentikan,https://turnbackhoax.id/2018/05/09/salah-proyek-meikarta-diberhentikan/
7096,[SALAH] Pelayanan SIM Libur Selama 2 Minggu,https://turnbackhoax.id/2018/05/09/salah-pelayanan-sim-libur-selama-2-minggu/
7097,[SALAH] Salat Diiringi Musik Dugem di Aceh,https://turnbackhoax.id/2018/05/08/salah-salat-diiringi-musik-dugem-di-aceh/
7098,[BENAR] Tulisan #2019gantipresiden di Struk Pembayaran Ayam Geprek Eskom,https://turnbackhoax.id/2018/05/08/benar-tulisan-2019gantipresiden-di-struk-pembayaran-ayam-geprek-eskom/
7099,"[SALAH] Pengurusan SIM C Massal di Kecamatan Kromengan, Kabupaten Malang",https://turnbackhoax.id/2018/05/08/salah-pengurusan-sim-c-massal-di-kecamatan-kromengan-kabupaten-malang/
7100,[SALAH]: Ditjen Imigrasi Bantah Indonesia Keluarkan Visa Untuk Israel,https://turnbackhoax.id/2018/05/07/salah-ditjen-imigrasi-bantah-indonesia-keluarkan-visa-untuk-israel/
7101,[SALAH] Lumba-Lumba Mati Terdampar di Pantai Karang Perancak Bali,https://turnbackhoax.id/2018/05/07/salah-lumba-lumba-mati-terdampar-di-pantai-karang-perancak-bali/
7102,[SALAH] Garam Tidak Boleh Dimasak Karena Menjadi Racun,https://turnbackhoax.id/2018/05/07/salah-garam-tidak-boleh-dimasak-karena-menjadi-racun/
7103,[BERITA] “Ancaman Cina Bukan Lagi Fiksi”,https://turnbackhoax.id/2018/05/06/berita-ancaman-cina-bukan-lagi-fiksi/
7104,"[BENAR] “Xiami, Jualan HP Atau Komunisme”",https://turnbackhoax.id/2018/05/05/benar-xiami-jualan-hp-atau-komunisme/
7105,[SALAH] “Harusnya Pak Fadli Zon Sadar”,https://turnbackhoax.id/2018/05/05/salah-harusnya-pak-fadli-zon-sadar/
7106,[SALAH] “Yel-yel Kecebong Yang Merencanakan Untuk Menyusup di CFD”,https://turnbackhoax.id/2018/05/05/salah-yel-yel-kecebong-yang-merencanakan-untuk-menyusup-di-cfd/
7107,[SALAH]: Bapenda Sulsel Mengklarifikasi Bahwa Tidak Ada Pemutihan Pajak Kendaraan,https://turnbackhoax.id/2018/05/04/salah-bapenda-sulsel-mengklarifikasi-bahwa-tidak-ada-pemutihan-pajak-kendaraan/
7108,[SALAH] Koran dari China yang Memuat Foto Anak di China yang Ber-KTP Bandung,https://turnbackhoax.id/2018/05/04/salah-koran-dari-china-yang-memuat-foto-anak-di-china-yang-ber-ktp-bandung/
7109,"[SALAH] Dua Tahun Menikah, Suami Ceraikan Tsamara Hanya Gara-Gara Pantatnya Hitam",https://turnbackhoax.id/2018/05/03/salah-dua-tahun-menikah-suami-ceraikan-tsamara-hanya-gara-gara-pantatnya-hitam/
7110,(SALAH): Pesan Singkat Penangkapan Seorang Ibu yang Merupakan Pengedar Narkoba di Sekolah,https://turnbackhoax.id/2018/05/03/salah-pesan-singkat-penangkapan-seorang-ibu-yang-merupakan-pengedar-narkoba-di-sekolah/
7111,"[SALAH] “Sadarlah Wahai Rakyat Indonesia, Kita Ini Sedang Di Jajah”",https://turnbackhoax.id/2018/05/03/salah-sadarlah-wahai-rakyat-indonesia-kita-ini-sedang-di-jajah/
7112,[SALAH] Video Percakapan “Bagi-Bagi Jatah” Menteri BUMN Rini Soemarno bersama Dirut PLN Sofyan Basri,https://turnbackhoax.id/2018/05/02/salah-video-percakapan-bagi-bagi-jatah-menteri-bumn-rini-soemarno-bersama-dirut-pln-sofyan-basri/
7113,[SALAH] Foto Mardani Ali Sera Hasil Suntingan,https://turnbackhoax.id/2018/04/30/salah-foto-mardani-ali-sera-hasil-suntingan/
7114,[SALAH] Selebaran ‘Kupon Bazaar Beras Murah’ Bergambar Wajah Charles Honoris dari Kader PDIP Perjuangan,https://turnbackhoax.id/2018/04/30/salah-selebaran-kupon-bazaar-beras-murah-bergambar-wajah-charles-honoris-dari-kader-pdip-perjuangan/
7115,[SALAH] UNDANGAN AKSI DAMAI PASCA PENDISKUALIFIKASIAN PASANGAN CALON WALIKOTA MAKASAR NOMOR URUT 2,https://turnbackhoax.id/2018/04/30/salah-undangan-aksi-damai-pasca-pendiskualifikasian-pasangan-calon-walikota-makasar-nomor-urut-2/
7116,[BENAR] “Kapolres Jakpus Sebut Kabar Warga Tewas di Acara Bagi-bagi Sembako Monas Hoax”,https://turnbackhoax.id/2018/04/30/benar-kapolres-jakpus-sebut-kabar-warga-tewas-di-acara-bagi-bagi-sembako-monas-hoax/
7117,"[SALAH] “Di Balik Pembangunan Proyek Jalan Tol di Semarang, Ada 164 Mesjid yang Harus di Robohkan”",https://turnbackhoax.id/2018/04/28/salah-di-balik-pembangunan-proyek-jalan-tol-di-semarang-ada-164-mesjid-yang-harus-di-robohkan/
7118,[BENAR] “Kronologis Polisi Berondong Sedan Terobos Razia di Lubuklinggau”,https://turnbackhoax.id/2018/04/28/benar-kronologis-polisi-berondong-sedan-terobos-razia-di-lubuklinggau/
7119,[SALAH] Aksi Pakai Kaus #2019GantiPresiden saat CFD di Jakarta pada 29 April,https://turnbackhoax.id/2018/04/27/salah-aksi-pakai-kaus-2019gantipresiden-saat-cfd-di-jakarta-pada-29-april/
7120,(SALAH): Foto Jalanan Yang diklaim ada Di Sumatera,https://turnbackhoax.id/2018/04/27/salah-foto-jalanan-yang-diklaim-ada-di-sumatera/
7121,[SALAH] BADAI TROPIS CEMPAKA MENGARAH KE YOGYAKARTA,https://turnbackhoax.id/2018/04/27/salah-badai-tropis-cempaka-mengarah-ke-yogyakarta/
7122,[SALAH] Foto Berita “Waketum Gerindra Sebut PAN Partai Bunglon” Hasil Suntingan,https://turnbackhoax.id/2018/04/26/salah-foto-berita-waketum-gerindra-sebut-pan-partai-bunglon-hasil-suntingan/
7123,[BENAR] “WIKA Kirim 1.500 Pekerja RI Garap Proyek di Aljazair”,https://turnbackhoax.id/2018/04/26/benar-wika-kirim-1-500-pekerja-ri-garap-proyek-di-aljazair/
7124,(SALAH): Kadis Pendidikan Kota Bengkulu Klarifikasi Terkait Soal Ujian Bermuatan Sex Bebas,https://turnbackhoax.id/2018/04/26/salah-kadis-pendidikan-kota-bengkulu-klarifikasi-terkait-soal-ujian-bermuatan-sex-bebas/
7125,[SALAH] Pesan Berantai soal Paket Narkoba yang Dikirim ke Rumah Warga,https://turnbackhoax.id/2018/04/26/salah-pesan-berantai-soal-paket-narkoba-yang-dikirim-ke-rumah-warga/
7126,[BERITA] “Disinformasi CSR PT Telkom untuk Gereja dan Masjid”,https://turnbackhoax.id/2018/04/26/berita-disinformasi-csr-pt-telkom-untuk-gereja-dan-masjid/
7127,[BERITA] “Kemristekdikti: bukan undang dosen asing tapi profesor kelas dunia”,https://turnbackhoax.id/2018/04/26/berita-kemristekdikti-bukan-undang-dosen-asing-tapi-profesor-kelas-dunia/
7128,[SALAH] “Heboh! Sri Mulyani: Wahai Para Pembenci Pak Jokowi Kalian Semua Sakit Jiwa”,https://turnbackhoax.id/2018/04/25/salah-heboh-sri-mulyani-wahai-para-pembenci-pak-jokowi-kalian-semua-sakit-jiwa/
7129,[SALAH] “Pemerintah Jokowi Harus Hati2 Lanjutkan Proyek Kereta Cepat Pasca Putusan Pengadilan Tiongkok”,https://turnbackhoax.id/2018/04/25/salah-pemerintah-jokowi-harus-hati2-lanjutkan-proyek-kereta-cepat-pasca-putusan-pengadilan-tiongkok/
7130,[SALAH] “Kantor Jeff Bezos di 1999” | [FALSE] “Jeff Besoz Office in 1999”,https://turnbackhoax.id/2018/04/25/salah-kantor-jeff-bezos-di-1999-false-jeff-besoz-office-in-1999/
7131,[SALAH] Gempa akan Terjadi di Malang Selatan,https://turnbackhoax.id/2018/04/25/salah-gempa-akan-terjadi-di-malang-selatan/
7132,(SALAH): Polisi Merazia Spanduk Bertuliskan #2019 Ganti Presiden di Sumatera Utara,https://turnbackhoax.id/2018/04/25/salah-polisi-merazia-spanduk-bertuliskan-2019-ganti-presiden-di-sumatera-utara/
7133,[BERITA] “PKS Luruskan Hoax Kader Komentar ‘Kartini Pemuas Seks Belanda'”,https://turnbackhoax.id/2018/04/24/berita-pks-luruskan-hoax-kader-komentar-kartini-pemuas-seks-belanda/
7134,"[BERITA] “Ketik #Aktif di Facebook Kembalikan Foto Profil yang Hilang, Hoaks atau Fakta?”",https://turnbackhoax.id/2018/04/24/berita-ketik-aktif-di-facebook-kembalikan-foto-profil-yang-hilang-hoaks-atau-fakta/
7135,[BERITA] “Video Jokowi Bagi-Bagi Duit 2016 Dipelintir”,https://turnbackhoax.id/2018/04/24/berita-video-jokowi-bagi-bagi-duit-2016-dipelintir/
7136,"[BERITA] “Beredar Foto Mesra Fadli Zon Dengan Pelakor, Fakta Aslinya Munculkan Perdebatan”",https://turnbackhoax.id/2018/04/24/berita-beredar-foto-mesra-fadli-zon-dengan-pelakor-fakta-aslinya-munculkan-perdebatan/
7137,[SALAH] Tuduhan Dorce ke Ratna Sarumpaet,https://turnbackhoax.id/2018/04/24/salah-tuduhan-dorce-ke-ratna-sarumpaet/
7138,[BENAR] Pengadaan Tas Sembako Jokowi Rp 3 Miliar Sudah Ada Sejak Presiden Terdahulu,https://turnbackhoax.id/2018/04/24/benar-pengadaan-tas-sembako-jokowi-rp-3-miliar-sudah-ada-sejak-presiden-terdahulu/
7139,(SALAH): Ketik #Aktif di Facebook Bisa Kembalikan Foto Profil Facebook yang Hilang,https://turnbackhoax.id/2018/04/24/salah-ketik-aktif-di-facebook-bisa-kembalikan-foto-profil-facebook-yang-hilang/
7140,[SALAH] Video Jokowi Bagi-Bagi Uang Yang Dipelintir Informasinya,https://turnbackhoax.id/2018/04/23/salah-video-jokowi-bagi-bagi-uang-yang-dipelintir-informasinya/
7141,[BENAR] “Jokowi Restui WNA Duduki Jabatan Direksi BUMN”,https://turnbackhoax.id/2018/04/22/benar-jokowi-restui-wna-duduki-jabatan-direksi-bumn/
7142,[SALAH] “Burung Surakav” | [FALSE] “Surakav Bird”,https://turnbackhoax.id/2018/04/22/salah-burung-surakav-false-surakav-bird/
7143,[SALAH] kotakpandoras: “Hasil Polling Google”,https://turnbackhoax.id/2018/04/21/salah-kotakpandoras-hasil-polling-google/
7144,[SALAH] Berita dari Media Daring Deutsche Welle yang Berjudul “Indonesia Akan Didera Gelombang Panas Mematikan”,https://turnbackhoax.id/2018/04/20/salah-berita-dari-media-daring-deutsche-welle-yang-berjudul-indonesia-akan-didera-gelombang-panas-mematikan/
7145,[SALAH] FACEBOOK AKAN DITUTUP PADA 24 APRIL 2018,https://turnbackhoax.id/2018/04/20/salah-facebook-akan-ditutup-pada-24-april-2018/
7146,[SALAH] “Ketik @ [ 4: 0 ] Tanpa Spasi Artinya Akun Aman”,https://turnbackhoax.id/2018/04/20/salah-ketik-4-0-tanpa-spasi-artinya-akun-aman/
7147,(SALAH): Bulan Akan Berwarna Hijau Pada 20 April 2018,https://turnbackhoax.id/2018/04/20/salah-bulan-akan-berwarna-hijau-pada-20-april-2018/
7148,[SALAH] “Jokowi Meminta Masyarakat Beralih Menggunakan Mata Uang Tiongkok Ini Negara Indonesia Apa China”,https://turnbackhoax.id/2018/04/20/salah-jokowi-meminta-masyarakat-beralih-menggunakan-mata-uang-tiongkok-ini-negara-indonesia-apa-china/
7149,(SALAH): Desain Interior Langit-Langit Bandara Kertajati Mirip Lambang Iluminati,https://turnbackhoax.id/2018/04/19/salah-desain-interior-langit-langit-bandara-kertajati-mirip-lambang-iluminati/
7150,[SALAH] Video Serbuan Tenaga Kerja Asal China Mendarat di Bandara Haluoleo Kendari,https://turnbackhoax.id/2018/04/19/salah-video-serbuan-tenaga-kerja-asal-china-mendarat-di-bandara-haluoleo-kendari/
7151,[SALAH] JASAD SADDAM HUSSEIN MASIH UTUH MESKI DIKUBUR SEJAK TAHUN 2006,https://turnbackhoax.id/2018/04/19/salah-jasad-saddam-hussein-masih-utuh-meski-dikubur-sejak-tahun-2006/
7152,[SALAH] Penganugerahan Gelar Bapak Reformasi Kepada Amien Rais Di UI,https://turnbackhoax.id/2018/04/19/salah-penganugerahan-gelar-bapak-reformasi-kepada-amien-rais-di-ui/
7153,[SALAH] “Astaga Ini Sholat Kok Jadi Begini”,https://turnbackhoax.id/2018/04/19/salah-astaga-ini-sholat-kok-jadi-begini/
7154,[SALAH] “BEM RI Tegas Akan Hentikan Pencalonan Jokowi di Pilpres 2019”,https://turnbackhoax.id/2018/04/18/salah-bem-ri-tegas-akan-hentikan-pencalonan-jokowi-di-pilpres-2019/
7155,[SALAH] “Apa Ini yang Disebut NKRI Harga Mati?”,https://turnbackhoax.id/2018/04/18/salah-apa-ini-yang-disebut-nkri-harga-mati/
7156,(SALAH): Jembatan Widang Babat di Tuban yang Menjadi Program Infrastruktur Jokowi Ambruk,https://turnbackhoax.id/2018/04/18/salah-jembatan-widang-babat-di-tuban-yang-menjadi-program-infrastruktur-jokowi-ambruk/
7157,[SALAH] REKAMAN VIDEO WARGA REJANG BELONG YANG TERSENGAT LISTRIK,https://turnbackhoax.id/2018/04/18/salah-rekaman-video-warga-rejang-belong-yang-tersengat-listrik/
7158,[SALAH] Jalan Tol Proyek Jokowi di Sulawesi Tengah,https://turnbackhoax.id/2018/04/17/salah-jalan-tol-proyek-jokowi-di-sulawesi-tengah/
7159,(SALAH): Politisi Demokrat Sebut Rocky Gerung Dekat Dengan Gus Dur,https://turnbackhoax.id/2018/04/16/salah-politisi-demokrat-sebut-rocky-gerung-dekat-dengan-gus-dur/
7160,"[SALAH] Kapolres Sukabumi Pose 3 Jari, Mendukung Salah Satu Cagub Jabar",https://turnbackhoax.id/2018/04/16/salah-kapolres-sukabumi-pose-3-jari-mendukung-salah-satu-cagub-jabar/
7161,[SALAH] Perekaman KTP Elektronik di Gedung Serba Guna Unila Pada 17-19 April 2018,https://turnbackhoax.id/2018/04/16/salah-perekaman-ktp-elektronik-di-gedung-serba-guna-unila-pada-17-19-april-2018/
7162,[SALAH] “Beginilah Caranya China Menghancurkan Dunia”,https://turnbackhoax.id/2018/04/16/salah-beginilah-caranya-china-menghancurkan-dunia/
7163,[BERITA] “Google Latih Jurnalis Kalbar Tangkal Hoaks”,https://turnbackhoax.id/2018/04/16/berita-google-latih-jurnalis-kalbar-tangkal-hoaks/
7164,[BERITA] “AJI Pontianak Gelar Pelatihan Anti Hoaks di RRI”,https://turnbackhoax.id/2018/04/16/berita-aji-pontianak-gelar-pelatihan-anti-hoaks-di-rri/
7165,"[BENAR] “Ditarget Rampung 2019, Jalan Trans Papua Dibangun Sejak Era Habibie”",https://turnbackhoax.id/2018/04/15/benar-ditarget-rampung-2019-jalan-trans-papua-dibangun-sejak-era-habibie/
7166,[SALAH] Produk Semen Tercemar Limbah B3,https://turnbackhoax.id/2018/04/15/salah-produk-semen-tercemar-limbah-b3/
7167,[SALAH] Logo 212 di Turki,https://turnbackhoax.id/2018/04/15/salah-logo-212-di-turki/
7168,[SALAH] “Lihat Antrian Panjang Anak Negeri Mau Melamar Kerja di McD Cikarang”,https://turnbackhoax.id/2018/04/14/salah-lihat-antrian-panjang-anak-negeri-mau-melamar-kerja-di-mcd-cikarang/
7169,[SALAH] “Fadli Zon : Semua Warga Indonesia Yang Tidak Pilih Prabowo Di Pilpres 2019 Akan Kami Usir Dari Indonesia”,https://turnbackhoax.id/2018/04/14/salah-fadli-zon-semua-warga-indonesia-yang-tidak-pilih-prabowo-di-pilpres-2019-akan-kami-usir-dari-indonesia/
7170,[SALAH] “Narkoba Dikirim dari China Melalui Tiang Pancang Proyek Infrastruktur”,https://turnbackhoax.id/2018/04/13/salah-narkoba-dikirim-dari-china-melalui-tiang-pancang-proyek-infrastruktur/
7171,"[SALAH] CALON GUBERNUR SULSEL, NURDIN ABDULLAH DERITA KANKER DI LEHER",https://turnbackhoax.id/2018/04/13/salah-calon-gubernur-sulsel-nurdin-abdullah-derita-kanker-di-leher/
7172,[SALAH] Kemendikbud Berencana akan Melaksanakan kembali UNBK Matematika pada 17 April Mendatang,https://turnbackhoax.id/2018/04/13/salah-kemendikbud-berencana-akan-melaksanakan-kembali-unbk-matematika-pada-17-april-mendatang/
7173,[SALAH] Gambar Rilis Divisi Humas Polri Mengenai Kelengkapan Menggunakan Sepeda Motor yang Disunting,https://turnbackhoax.id/2018/04/12/salah-gambar-rilis-divisi-humas-polri-mengenai-kelengkapan-menggunakan-sepeda-motor-yang-disunting/
7174,[SALAH] “Megawati Soekarnoputri Usul ke Pemerintah Supaya Semua Pesantren di Tutup”,https://turnbackhoax.id/2018/04/11/salah-megawati-soekarnoputri-usul-ke-pemerintah-supaya-semua-pesantren-di-tutup/
7175,[SALAH] Foto Penerima Hadiah Sepeda di Acara Penyerahan Sertifikat Tanah Gratis di Sukabumi,https://turnbackhoax.id/2018/04/11/salah-foto-penerima-hadiah-sepeda-di-acara-penyerahan-sertifikat-tanah-gratis-di-sukabumi/
7176,[SALAH] “Artificial Clouds Generation System” | [FALSE] “Artificial Clouds Generation System”,https://turnbackhoax.id/2018/04/11/salah-artificial-clouds-generation-system-false-artificial-clouds-generation-system/
7177,[SALAH] Kadisdik Sumsel Mengklarifikasi Bahwa Selebaran Aksi Kelulusan Pelajar Adalah Hoaks,https://turnbackhoax.id/2018/04/11/salahkadisdik-sumsel-mengklarifikasi-bahwa-selebaran-aksi-kelulusan-pelajar-adalah-hoaks/
7178,[SALAH] Pemkot Depok Akan Terapkan Kebijakan Jalan Berbayar di Ruas Jalan Margonda,https://turnbackhoax.id/2018/04/11/salah-pemkot-depok-akan-terapkan-kebijakan-jalan-berbayar-di-ruas-jalan-margonda/
7179,[BENAR] “Setidaknya 70 tewas dalam serangan militer Afghanistan di masjid”,https://turnbackhoax.id/2018/04/11/benar-setidaknya-70-tewas-dalam-serangan-militer-afghanistan-di-masjid/
7180,[SALAH] HUT ke 93 Garuda Indonesia Bagi-Bagi Tiket Gratis,https://turnbackhoax.id/2018/04/10/salah-hut-ke-93-garuda-indonesia-bagi-bagi-tiket-gratis/
7181,[SALAH] “Kader PDI Perjuangan Membuat Puisi yang Terkesan Mendeskreditkan Islam”,https://turnbackhoax.id/2018/04/08/salah-kader-pdi-perjuangan-membuat-puisi-yang-terkesan-mendeskreditkan-islam/
7182,[SALAH] “Demonstrasi Anti Jilbab di Hindia”,https://turnbackhoax.id/2018/04/07/salah-demonstrasi-anti-jilbab-di-hindia/
7183,[BERITA] “Ini Klarifikasi BPPT Soal Kajian Potensi Tsunami Pandeglang”,https://turnbackhoax.id/2018/04/07/berita-ini-klarifikasi-bppt-soal-kajian-potensi-tsunami-pandeglang/
7184,[SALAH] “Membuka Lounge Judi di Arab Saudi” | [FALSE] “Opening a Gambling Lounge in Saudi Arabia”,https://turnbackhoax.id/2018/04/07/salah-membuka-lounge-judi-di-arab-saudi-false-opening-a-gambling-lounge-in-saudi-arabia/
7185,[BENAR] Berita “Pelabuhan Mewah yang Diresmikan Jokowi Jadi Pelabuhan Hantu” yang Diturunkan,https://turnbackhoax.id/2018/04/07/benar-berita-pelabuhan-mewah-yang-diresmikan-jokowi-jadi-pelabuhan-hantu-yang-diturunkan/
7186,[BERITA] “Benarkah Menteri Susi Sediakan 20 Bus untuk Aksi 411 atau 212?”,https://turnbackhoax.id/2018/04/06/berita-benarkah-menteri-susi-sediakan-20-bus-untuk-aksi-411-atau-212/
7187,"[SALAH] “Ini bukan love saudaraku, ini salib”",https://turnbackhoax.id/2018/04/06/salah-ini-bukan-love-saudaraku-ini-salib/
7188,"[BERITA] “Hoax Bendera Terbalik, Panglima TNI Disebut Goblok”",https://turnbackhoax.id/2018/04/06/berita-hoax-bendera-terbalik-panglima-tni-disebut-goblok/
7189,[BENAR] Klarifikasi @susipudjiastuti Mengenai “Mensupport 20 Bis Dari Pangandaran Untuk Aksi 411”,https://turnbackhoax.id/2018/04/05/benar-klarifikasi-susipudjiastuti-mengenai-mensupport-20-bis-dari-pangandaran-untuk-aksi-411/
7190,[SALAH] Info Pemutihan Surat Izin Mengemudi Pada 2-7 April 2018,https://turnbackhoax.id/2018/04/04/salah-info-pemutihan-surat-izin-mengemudi-pada-2-7-april-2018/
7191,[EDUKASI] “Masih Banyak yang Baik dari Internet”,https://turnbackhoax.id/2018/04/04/edukasi-masih-banyak-yang-baik-dari-internet/
7192,"[SALAH] “Jokowi, Megawati Marah Jika Puan Maharani Dikaitkan Dengan Kasus E-KTP”",https://turnbackhoax.id/2018/04/03/salah-jokowi-megawati-marah-jika-puan-maharani-dikaitkan-dengan-kasus-e-ktp/
7193,[SALAH] “Pulau Kita di Kabupaten Berau Sudah Dijual”,https://turnbackhoax.id/2018/04/03/salah-pulau-kita-di-kabupaten-berau-sudah-dijual/
7194,[SALAH] “Bandara Kertajati – Majalengka Hadiah dari Jokowi untuk Provinsi “paling syaringah” di Indonesia”,https://turnbackhoax.id/2018/04/02/salah-bandara-kertajati-majalengka-hadiah-dari-jokowi-untuk-provinsi-paling-syaringah-di-indonesia/
7195,[BENAR] Prabowo Bantah Ditawari Rp. 15 Triliun untuk Menjadi Cawapres Jokowi,https://turnbackhoax.id/2018/04/02/benar-prabowo-bantah-ditawari-rp-15-triliun-untuk-menjadi-cawapres-jokowi/
7196,[SALAH] Jajak Pendapat Google “Joko Widodo Dianggap Layak Memimpin untuk Dua Periode”,https://turnbackhoax.id/2018/04/02/salah-jajak-pendapat-google-joko-widodo-dianggap-layak-memimpin-untuk-dua-periode/
7197,[SALAH] Jadwal Perpindahan Maskapai Penerbangan Dari Terminal 2 ke Terminal 3 Internasional Bandara Soekarno-Hatta,https://turnbackhoax.id/2018/04/02/salah-jadwal-perpindahan-maskapai-penerbangan-dari-terminal-2-ke-terminal-3-internasional-bandara-soekarno-hatta/
7198,[SALAH] “Angola Resmi Larang Islam di Negaranya”,https://turnbackhoax.id/2018/04/01/salah-angola-resmi-larang-islam-di-negaranya/
7199,[SALAH] “9 Merek Pembalut di Indonesia Penyebab Kanker”,https://turnbackhoax.id/2018/04/01/salah-9-merek-pembalut-di-indonesia-penyebab-kanker/
7200,[BERITA] “Dokter ini Aktif ‘Sembuhkan’ Pasien dari Kabar Hoax”,https://turnbackhoax.id/2018/04/01/berita-dokter-ini-aktif-sembuhkan-pasien-dari-kabar-hoax/
7201,[SALAH] “Dukungan KAJ dan PGI di Wilayah DKI untuk Acara Paskah di Monas”,https://turnbackhoax.id/2018/03/31/salah-dukungan-kaj-dan-pgi-di-wilayah-dki-untuk-acara-paskah-di-monas/
7202,[SALAH] “Penyakit Makula”,https://turnbackhoax.id/2018/03/30/salah-penyakit-makula/
7203,[BERITA] “Mengecek Kebenaran Klaim Yusril soal 500 Gereja yang Ditutup di London”,https://turnbackhoax.id/2018/03/30/berita-mengecek-kebenaran-klaim-yusril-soal-500-gereja-yang-ditutup-di-london/
7204,[BENAR] Klarifikasi Mahfud Md Terkait Tuduhan Ratna Sarumpaet Terhadapnya,https://turnbackhoax.id/2018/03/30/benar-klarifikasi-mahfud-md-terkait-tuduhan-ratna-sarumpaet-terhadapnya/
7205,[BERITA] “KKP Klarifikasi Soal Cacing dalam Ikan Makerel Kaleng”,https://turnbackhoax.id/2018/03/30/berita-kkp-klarifikasi-soal-cacing-dalam-ikan-makerel-kaleng/
7206,[SALAH] Narasi “Jatim bebas nimbun limbah B3” Hasil Suntingan,https://turnbackhoax.id/2018/03/30/salah-narasi-jatim-bebas-nimbun-limbah-b3-hasil-suntingan/
7207,[SALAH] Foto Dian Sastro yang Sudah Disunting,https://turnbackhoax.id/2018/03/29/salah-foto-dian-sastro-yang-sudah-disunting/
7208,"[SALAH] Ketum PAN, Zulkifli Hasan Sebut Habib Rizieq sebagai Tokoh Ulama Penggadai Agama",https://turnbackhoax.id/2018/03/29/salah-ketum-pan-sebut-habib-rizieq/
7209,"[BENAR] “Jokowi dituduh Jual Belikan Undangan Pernikahan Kahiyang-Bobby, Istana Angkat Bicara”",https://turnbackhoax.id/2018/03/29/benar-jokowi-dituduh-jual-belikan-undangan-pernikahan-kahiyang-bobby-istana-angkat-bicara/
7210,[BERITA] “Arseto Pariadji Menyerahkan Diri ke Polisi”,https://turnbackhoax.id/2018/03/29/berita-arseto-pariadji-menyerahkan-diri-ke-polisi/
7211,[SALAH] Warna Liturgi Khusus Pekan Suci Pada Tri Hari Suci,https://turnbackhoax.id/2018/03/29/salah-warna-liturgi-khusus-pekan-suci-pada-tri-hari-suci/
7212,[SALAH] “New Zealand Herald KECAM Jokowi yang Dianggap Lecehkan Pemerintah dan Rakyat Selandia Baru”,https://turnbackhoax.id/2018/03/29/salah-new-zealand-herald-kecam-jokowi-yang-dianggap-lecehkan-pemerintah-dan-rakyat-selandia-baru/
7213,[BERITA] “Pria yang Ada dalam Video Telur Palsu Meminta Maaf”,https://turnbackhoax.id/2018/03/28/berita-pria-yang-ada-dalam-video-telur-palsu-meminta-maaf/
7214,[EDUKASI] “Beberapa Tips Untuk Mengurangi Rasa Khawatir Menggunakan Facebook”,https://turnbackhoax.id/2018/03/28/edukasi-beberapa-tips-untuk-mengurangi-rasa-khawatir-menggunakan-facebook/
7215,"[BENAR] Wasekjen PKS, Mardani Ali Sera Tak Berfoto Bersama Bos Abu Tours",https://turnbackhoax.id/2018/03/28/benar-wasekjen-pks-mardani-ali-sera-tak-berfoto-bersama-bos-abu-tours/
